time,open,high,low,close,volume,RSI,SMA_20,SMA_50,SMA_200,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ADX_14,ADXR_14_2,DMP_14,DMN_14,ADXR_14,Vol_SMA_20,Vol_Ratio,Inertia,Pct_Return,Log_Return,vni_close,vni_pct_return,RS,Alpha
2020-10-20 07:00:00,12.09,12.35,12.07,12.35,13319200,1.6689125397740834,11.5905,10.852,8.9492,0.6289401837821288,0.0371920702965689,0.39537564935017744,10.57072757956792,11.5905,12.61027242043208,17.596694196662437,0.8723870075237949,1.4599549977175064,46.625229706612714,38.41894014845103,12.510656551199784,41.772121577009955,15481738.5,-0.3410165478931786,1.0368706500826772,0.015625,0.015504186535965254,0.94,0.0,-1.7364198854478972,0.9778782395346802
2020-10-21 07:00:00,12.39,12.45,12.2,12.24,10669590,1.3391649885824526,11.66,10.8928,8.969049999999998,0.6170319348223527,0.024479251128584567,0.4014954621323236,10.663521991686293,11.66,12.656478008313707,17.09224714088691,0.7910249875867843,1.494582352584264,47.23951809903771,38.52889158527955,11.640629611912756,42.78098015744581,15385744.0,-0.7117852857518605,0.7585408425596349,-0.008906882591093068,-0.00894678598980613,0.94,0.0,-1.7877815697726904,-0.5832769863369911
2020-10-22 07:00:00,12.2,12.45,12.16,12.45,13072020,1.5780900602162424,11.743000000000002,10.9374,8.9897,0.6291917086517994,0.024969211480304343,0.4077377650023997,10.775526894158533,11.743000000000002,12.710473105841471,16.47744368289992,0.8653848338166864,1.5074780834925405,47.46821781723304,35.44923599309154,11.81267915225629,42.86220313393721,15417585.5,-0.36868912218833166,0.9430356579047818,0.017156862745097978,0.017011345826536538,0.95,0.010638297872340496,-1.750919116908007,0.3983646724382151
2020-10-23 07:00:00,12.54,13.0,12.47,13.0,29534980,2.0411168246532148,11.851500000000001,10.991200000000001,9.013349999999999,0.709058133779775,0.05534982953766304,0.4215752223868155,10.829937213718114,11.851500000000001,12.873062786281888,17.239383812713783,1.0621289339347004,1.5884345773278317,48.236225137850724,44.508474154642364,10.15485409917368,43.49410060512734,16389624.0,1.7517516882645974,1.5901726215853602,0.04417670682730934,0.043228734550820214,0.96,0.010526315789473717,-1.559377715995007,2.1249746073982125
2020-10-26 07:00:00,13.04,13.46,12.91,12.96,20357350,1.933430090374098,11.944,11.047600000000001,9.037299999999998,0.7560514465576649,0.06509415545643404,0.437848761250924,10.871385878970539,11.944,13.016614121029463,17.960718704445103,0.9736092785282721,1.7011153169422777,49.07062933654974,49.645761231108374,8.821574910899207,44.73801250273708,16528835.0,0.4841237868190088,1.3813350838739882,-0.003076923076922977,-0.0030816665374080007,0.95,-0.01041666666666663,-1.5152943181969398,0.45062268568433317
2020-10-27 07:00:00,12.87,13.34,12.85,13.21,25281540,2.109607354727139,12.050500000000001,11.1074,9.062949999999999,0.8185382539372548,0.07975199934739574,0.45778676108777294,10.917799918917442,12.050500000000001,13.18320008108256,18.799221295092472,1.011830103734003,1.7822851122550696,50.14789210577348,44.091567491620715,9.204564293507598,45.75721763434164,16870071.0,1.0774108474318376,1.5780504804589068,0.019290123456790154,0.019106427610105343,0.95,0.0,-1.399791965887593,1.2111186611283433
2020-10-28 07:00:00,13.1,13.31,12.7,12.79,25663180,1.1169744554203371,12.134500000000001,11.160000000000002,9.085550000000001,0.7959155549183207,0.05378154701844684,0.47123214784238465,11.047205433801661,12.134500000000001,13.22179456619834,17.920714758718358,0.8014362530532616,1.8000962965974823,51.01495747871063,38.340884630740995,11.211245144130624,46.18734822574759,17503956.0,1.0052611358713617,0.8339516602550845,-0.03179409538228628,-0.03231050294348277,0.92,-0.03157894736842093,-1.4011478630668783,-0.03015405307889789
2020-10-29 07:00:00,12.6,12.94,12.6,12.87,20778840,1.1962608972858402,12.21,11.213400000000002,9.108199999999998,0.778911355475689,0.03549373262926242,0.4801055809997003,11.139574604974259,12.21,13.280425395025743,17.533585504107158,0.8082886500390466,1.7797006108210234,51.41877653779251,35.557169283022745,12.532682198294781,46.60068366994498,17684811.5,0.35818385685864035,0.8345603845948673,0.006254886630179923,0.006235406017284067,0.92,0.0,-1.3629818683907466,0.3815847671529163
2020-10-30 07:00:00,12.96,13.0,12.58,12.85,19039190,1.1514990802458072,12.291000000000002,11.2676,9.1307,0.7520945087917269,0.016517260534680722,0.48423489613337056,11.289886935245935,12.291000000000002,13.29211306475407,16.290180860045023,0.7791892442924622,1.7685757903593893,51.46320468641723,33.68359059639987,11.428810072203065,47.05535870465964,17626115.0,0.1475493970602918,0.6833864656310759,-0.0015540015540015384,-0.0015552102668064743,0.93,0.010869565217391353,-1.438441785284012,-0.807071057804161
2020-11-02 07:00:00,12.85,12.91,12.77,12.87,10385290,1.1737651656750834,12.359,11.320200000000002,9.152,0.7236586499725953,0.0006189895310557691,0.48438964351613456,11.397271293314281,12.359,13.320728706685719,15.563212342191418,0.7656674363818214,1.7582455999307287,51.259043827240845,32.65121549461243,11.078526187596625,47.267586934970936,17505812.0,-0.9345082101287905,0.610493127212442,0.0015564202334630295,0.0015552102668064845,0.93,0.0,-1.4290028833748616,0.08258466630129252
